EMP_ID,ANNUAL_RATE,HRLY_RATE,JOB_SATISFACTION,NUMBER_OF_TEAM_CHANGED,HIRE_MONTH,REHIRE,IS_FIRST_JOB,TRAVELLED_REQUIRED,PERFORMANCE_RATING,DISABLED_EMP,DISABLED_VET,EDUCATION_LEVEL,,JOB_GROUP,PREVYR_1,PREVYR_2,PREVYR_3,PREVYR_4,PREVYR_5,STATUS,TERMINATION_YEAR
2234763924,66393,37,4,2,February,TRUE,N,N,3,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
7477997472,209532,106,5,3,January,FALSE,N,Y,1,N,N,LEVEL 3,,IT Business Applications,3,3,3,3,3,T,2016
5092086198,76461,45,4,2,August,FALSE,N,N,5,N,N,LEVEL 1,,Customer Care,2,0,0,0,0,T,2008
8936383551,35710,27,2,1,May,FALSE,N,N,1,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2007
1991938816,50229,29,4,3,December,FALSE,N,Y,1,N,N,LEVEL 3,,Physical Flows,2,2,2,0,0,T,2010
7007810135,45237,28,1,0,November,FALSE,N,Y,5,N,N,LEVEL 3,,Plant & Facilities Maintenance,0,0,0,0,0,T,2005
8389082964,49554,28,3,3,January,FALSE,N,Y,1,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2005
6057169962,34864,25,3,3+,December,FALSE,N,N,3,N,N,LEVEL 2,,Physical Flows,0,3,0,0,0,A,na
9347063455,87280,50,1,1,January,FALSE,N,N,5,Y,N,LEVEL 4,,Supply Chain Administration,3,3,3,3,2,A,na
8168289401,41124,28,2,0,March,FALSE,N,Y,4,N,N,LEVEL 5,,General Administration,3,3,3,0,2,A,na
5241028630,30460,22,3,3+,December,FALSE,N,N,4,Y,Y,LEVEL 2,,Transportation & Warehousing,0,0,0,0,0,T,2005
4881699822,68935,39,3,2,December,FALSE,Y,N,4,N,N,LEVEL 1,,General Administration,2,3,3,2,1,A,na
1582969741,54832,31,1,1,July,FALSE,N,N,4,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2005
5715251236,40683,24,3,3+,January,TRUE,Y,N,2,N,N,LEVEL 1,,Physical Flows,0,3,0,0,0,A,na
2247264447,27931,19,1,0,May,FALSE,N,N,1,Y,N,LEVEL 1,,Distribution/Administration,0,0,0,0,0,T,2005
6230033148,37375,27,3,2,March,FALSE,N,Y,2,N,N,LEVEL 2,,Physical Flows,0,3,0,0,0,A,na
8330799054,50569,33,3,2,March,TRUE,N,N,3,N,N,LEVEL 3,,Physical Flows,2,2,2,0,0,A,na
7622952259,54155,32,1,0,February,FALSE,N,N,1,Y,N,LEVEL 5,,Production & Operations,0,0,0,0,0,T,2005
6750278868,81957,44,4,3,April,FALSE,N,N,5,N,N,LEVEL 3,,Customer Care,2,3,3,3,3,A,na
8213429470,29982,23,3,3,September,TRUE,N,N,4,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2007
7436527162,30876,24,5,3,February,FALSE,N,Y,3,N,N,LEVEL 2,,Quality Assurance,0,0,0,0,0,T,2007
4723859893,41960,29,2,1,June,TRUE,N,Y,5,N,N,LEVEL 4,,Physical Flows,0,3,0,0,0,A,na
2223146513,37921,25,2,1,October,TRUE,N,N,2,N,N,LEVEL 1,,Distribution/Administration,0,0,0,0,0,T,2007
4195266830,46714,31,4,3,January,FALSE,N,Y,1,N,N,LEVEL 2,,Prod Planning & Inventory Ctl,0,0,0,0,0,T,2005
7192899098,93499,49,3,2,January,FALSE,N,N,3,N,N,LEVEL 3,,General Administration,3,3,3,3,2,A,na
8246764176,34916,23,5,3,March,FALSE,N,N,3,N,N,LEVEL 3,,Production & Operations,2,3,2,3,3,T,2012
8303670048,75031,44,5,3+,June,FALSE,N,N,5,N,N,LEVEL 2,,Sourcing,0,0,0,0,0,T,2006
8527477327,89221,50,2,0,March,TRUE,N,N,2,N,N,LEVEL 2,,Market Supply Logistics,2,2,2,2,2,A,na
5936637497,82284,47,1,0,November,FALSE,N,N,5,N,N,LEVEL 1,,Quality Assurance,0,0,0,0,0,T,2006
5791370038,228018,116,4,3,October,FALSE,N,N,2,Y,Y,LEVEL 1,,IT Digital,2,2,2,2,2,A,na
6551424988,44159,30,4,2,January,FALSE,N,N,2,N,N,LEVEL 5,,Customer Care,2,2,2,2,3,A,na
3400600068,45128,28,4,2,December,FALSE,N,N,1,N,N,LEVEL 3,,Physical Flows,0,2,0,0,0,A,na
6874654613,41187,27,1,1,February,FALSE,N,Y,4,N,Y,LEVEL 4,,Industrial Quality,0,0,0,3,3,A,na
2304708726,55347,31,5,3+,August,FALSE,N,N,5,N,N,LEVEL 3,,Plant & Facilities Maintenance,0,0,0,0,0,T,2012
3168761763,60422,33,2,0,January,FALSE,N,Y,2,N,N,LEVEL 4,,Quality Assurance,3,0,0,0,0,T,2008
5406791251,54450,34,1,1,March,FALSE,N,N,1,N,N,LEVEL 3,,Plant & Facilities Maintenance,0,0,0,0,0,T,2013
9025202166,32202,26,3,3,April,FALSE,N,N,4,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2006
8383091307,97941,68,1,1,March,FALSE,N,N,4,N,N,LEVEL 4,,Finance,0,0,0,0,0,T,2005
5815884060,53901,34,3,2,May,FALSE,N,N,4,N,N,LEVEL 2,,Engineering,0,0,0,0,0,T,2009
2750367239,98270,55,2,1,January,TRUE,N,N,4,N,N,LEVEL 1,,Technical Packaging,2,0,0,0,0,T,2008
6935269814,104082,57,3,3+,October,FALSE,N,Y,3,N,Y,LEVEL 2,,Accounting,2,3,3,0,0,T,2010
4211943173,33085,21,1,0,July,FALSE,N,N,5,N,Y,LEVEL 2,,Customer Care,0,0,0,0,0,T,2009
6208964139,175009,92,2,0,January,FALSE,N,N,1,N,N,LEVEL 5,,IT Governance and Management,2,3,2,3,2,A,na
3864594114,57481,39,5,3+,July,FALSE,N,N,2,N,N,LEVEL 3,,Brand Operations,0,0,0,0,0,T,2009
3914058790,34142,24,4,3,January,FALSE,N,N,1,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2009
9393824785,129124,69,2,0,January,TRUE,N,Y,4,N,N,LEVEL 1,,Market Supply Logistics,2,2,2,2,2,A,na
5648866478,53887,32,5,3+,September,FALSE,N,N,4,N,N,LEVEL 1,,Market Supply Logistics,3,3,3,3,3,A,na
2752242161,66774,38,1,1,October,FALSE,N,N,1,N,N,LEVEL 1,,Engineering,3,3,3,0,0,T,2010
8174585578,41273,29,5,3+,January,TRUE,N,N,3,N,N,LEVEL 2,,Finance,0,0,0,0,0,T,2005
7545819679,64767,37,1,1,March,FALSE,N,N,3,N,N,LEVEL 3,,Prod Planning & Inventory Ctl,0,0,0,0,0,T,2007
9070410480,40176,27,3,3+,May,FALSE,N,N,3,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2005
3640030884,57448,37,4,3,February,FALSE,N,N,4,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,A,na
9460133768,51090,33,3,3,March,FALSE,N,N,4,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2006
6439229665,32781,25,1,0,November,FALSE,N,N,5,N,N,LEVEL 1,,Distribution/Administration,0,0,0,0,0,T,2007
6660069856,34707,20,4,2,September,FALSE,N,N,5,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2005
4976353809,48790,27,2,1,September,FALSE,N,Y,1,N,N,LEVEL 2,,Accounting,2,0,0,0,0,T,2009
7175320517,64194,40,2,0,November,FALSE,N,N,2,N,N,LEVEL 5,,Plant & Facilities Maintenance,2,3,0,0,0,T,2009
2507070612,49712,30,3,2,June,FALSE,N,N,3,N,N,LEVEL 1,,eCommerce,2,2,3,3,2,A,na
7864653806,48996,32,3,2,February,FALSE,N,N,5,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2009
6816571723,41071,25,2,0,July,TRUE,N,N,3,Y,N,LEVEL 3,,Physical Flows,3,3,0,0,0,A,na
6928944173,110619,59,2,1,May,FALSE,N,Y,4,N,N,LEVEL 2,,Industrial Quality,3,3,3,3,3,A,na
2676912059,111643,62,2,0,March,FALSE,N,N,3,N,N,LEVEL 1,,Engineering,3,2,3,3,3,A,na
5375675888,76237,41,4,3,February,FALSE,N,N,3,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2008
1778986633,138662,74,2,1,July,FALSE,N,N,1,N,N,LEVEL 3,,General Administration,0,0,0,0,0,T,2017
7739039392,39818,26,4,3,April,FALSE,N,N,5,N,N,LEVEL 1,,Physical Flows,0,3,0,0,0,A,na
7055916443,107015,55,1,0,February,FALSE,N,N,3,N,Y,LEVEL 1,,IT Technologies and Infrstrctr,3,3,3,2,2,A,na
7153415982,49733,29,4,3,December,FALSE,Y,N,5,N,Y,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2016
7286239252,37731,25,3,3,December,FALSE,N,N,5,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2008
4495180320,63668,41,5,3+,September,FALSE,N,Y,1,N,Y,LEVEL 3,,Flows & Sub-Contracting,3,3,4,2,2,A,na
4418705951,35634,23,2,1,March,FALSE,N,N,2,N,N,LEVEL 5,,Customer Care,0,0,0,0,0,T,2009
2219071286,63111,39,4,3+,January,FALSE,N,N,5,N,N,LEVEL 4,,Plant & Facilities Maintenance,0,0,0,0,0,T,2016
2781814804,37428,26,3,3,August,FALSE,Y,Y,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
3669098435,44620,29,2,1,November,FALSE,N,N,3,Y,N,LEVEL 2,,Finance,0,0,0,0,0,T,2006
1116328785,290571,147,1,0,April,FALSE,N,N,3,N,N,LEVEL 3,,IT Governance and Management,0,2,2,2,1,A,na
7676206470,182375,96,3,2,March,FALSE,N,N,5,N,N,LEVEL 1,,Claims Substantiation,2,3,2,2,2,A,na
4528898136,160419,86,5,2,December,FALSE,Y,N,1,N,N,LEVEL 1,,R&I Evaluation,2,2,2,2,2,A,na
5163621335,168178,90,1,0,June,FALSE,N,Y,1,N,N,LEVEL 3,,Finance,2,3,3,2,2,A,na
5496897820,159514,86,4,2,March,TRUE,N,Y,5,N,N,LEVEL 1,,R&I Development/Pre-Develpmnt,2,2,2,2,2,A,na
1863573836,436656,218,5,3+,July,TRUE,N,N,4,N,Y,LEVEL 1,,General Management,1,0,0,2,0,T,2013
5684538341,144769,79,2,0,September,FALSE,N,N,3,N,N,LEVEL 1,,IT Business Applications,3,3,3,2,2,T,2017
2117590205,144959,76,2,1,September,FALSE,N,N,4,N,N,LEVEL 4,,R&I Development/Pre-Develpmnt,3,3,2,2,3,A,na
5946016368,175728,91,3,3+,June,FALSE,N,N,4,N,N,LEVEL 2,,Finance,2,2,2,2,0,A,na
6761279948,105954,56,3,3+,June,FALSE,N,N,4,N,N,LEVEL 2,,IT Business Applications,3,3,3,3,0,T,2016
3119674398,130539,69,3,3+,June,FALSE,N,N,5,N,N,LEVEL 2,,Analytical/Microbiology,3,2,3,3,2,A,na
4585062051,82494,47,2,1,January,FALSE,N,N,1,N,N,LEVEL 5,,Human Resources,3,3,0,0,0,A,na
6034562259,160271,87,1,1,September,FALSE,N,N,1,N,N,LEVEL 1,,Tax,2,2,2,2,2,A,na
7958715927,177321,92,1,0,January,TRUE,N,N,2,N,N,LEVEL 4,,Human Resources,2,2,2,1,2,A,na
5476216939,44282,31,1,0,January,FALSE,N,N,3,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,T,2015
3667080717,44675,30,2,0,September,FALSE,N,N,4,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
3653053980,64800,38,4,2,July,FALSE,N,N,3,Y,N,LEVEL 4,,Production & Operations,0,0,0,0,0,A,na
1646992806,245253,125,3,3+,August,FALSE,N,N,3,N,N,LEVEL 2,,Digital,2,2,2,2,2,A,na
6790906248,67362,45,4,3,September,FALSE,N,N,5,N,N,LEVEL 1,,General Administration,0,0,0,0,0,A,na
7851517863,32143,21,1,0,May,FALSE,N,N,5,N,N,LEVEL 1,,Distribution/Administration,0,0,0,0,0,T,2007
5888609961,42560,27,2,0,January,FALSE,N,N,1,N,N,LEVEL 5,,Physical Flows,0,0,0,0,0,A,na
6953293120,65159,36,4,2,February,FALSE,N,Y,4,N,N,LEVEL 1,,Technical Packaging,0,0,0,0,0,T,2006
4435259546,77498,42,4,3+,June,TRUE,N,N,3,N,N,LEVEL 2,,Physical Flows,2,3,2,0,0,T,2010
8242116908,66839,40,3,2,January,FALSE,N,N,3,Y,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
4784212055,186612,97,1,0,January,TRUE,N,N,5,N,N,LEVEL 4,,Supply Chain Finance,2,2,2,3,0,A,na
1869335535,37598,24,1,0,January,FALSE,N,N,3,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2008
4545336976,51209,32,3,2,July,FALSE,Y,Y,5,N,N,LEVEL 1,,Physical Flows,0,0,0,0,0,A,na
7456659024,42371,28,5,3,November,FALSE,N,N,4,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2007
2457908896,41385,26,3,3,October,TRUE,N,N,4,N,N,LEVEL 1,,Transportation & Warehousing,0,0,0,0,0,T,2006
6239311294,42713,26,3,3,July,FALSE,N,N,1,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,A,na
8130933528,42851,24,5,3+,May,FALSE,N,N,5,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,T,2009
4277496126,44077,28,4,3+,January,FALSE,N,N,1,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2016
2555840367,127970,65,1,0,August,FALSE,N,N,5,N,N,LEVEL 4,,Production & Operations,3,2,2,2,1,A,na
1421672712,43138,31,5,3,May,FALSE,N,N,5,N,N,LEVEL 3,,Logistics - Distribution,0,0,0,0,0,T,2007
4462656774,238820,122,4,3,April,FALSE,Y,Y,2,N,N,LEVEL 1,,Physical Flows,1,2,3,2,2,A,na
8391691467,64634,35,2,0,March,FALSE,N,N,4,N,N,LEVEL 4,,Engineering,0,0,0,0,0,T,2005
6747643802,225589,114,5,2,November,FALSE,N,N,3,Y,N,LEVEL 3,,Marketing - Global,0,2,2,2,0,T,2011
4060259464,290601,147,3,3+,June,FALSE,N,Y,2,N,N,LEVEL 1,,General Management,2,2,1,2,2,A,na
3308375111,73142,39,2,0,March,FALSE,N,N,2,N,N,LEVEL 1,,IT Governance and Management,2,0,0,0,0,T,2008
3363637923,104120,55,1,1,February,FALSE,N,N,3,N,N,LEVEL 3,,Manufacturing Supply Chain,3,2,2,1,2,T,2017
5908150048,63286,39,4,2,November,FALSE,N,N,3,N,N,LEVEL 2,,IT Governance and Management,0,0,0,0,0,T,2006
2634632143,52326,32,2,1,April,FALSE,N,N,4,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,A,na
5819438443,62257,36,2,1,October,FALSE,N,N,5,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
7321890039,61089,35,2,0,January,FALSE,N,N,1,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2013
2438494535,193589,100,2,0,December,FALSE,N,Y,4,N,Y,LEVEL 5,,Engineering,3,3,2,2,0,A,na
3915154572,112556,60,4,3+,March,FALSE,N,N,1,N,N,LEVEL 5,,Accounting,3,3,3,3,2,A,na
6086627047,55749,33,2,0,March,FALSE,N,N,3,N,N,LEVEL 1,,Regulatory Affairs,3,3,3,3,2,A,na
1486634353,127980,68,1,1,May,FALSE,N,Y,3,N,N,LEVEL 1,,Production & Operations,2,2,1,2,3,T,2014
9213618533,54066,33,2,1,April,FALSE,N,N,5,N,Y,LEVEL 4,,Production & Operations,0,0,0,0,0,A,na
7050958424,185605,97,4,2,October,FALSE,N,N,1,Y,N,LEVEL 2,,Marketing - Direct,2,0,2,0,2,T,2012
3213863801,79406,43,2,1,May,TRUE,N,N,2,N,N,LEVEL 5,,General Administration,1,2,1,2,1,A,na
8936442608,40337,28,4,3+,October,FALSE,N,N,4,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2005
1379684836,128253,69,3,3,August,FALSE,N,Y,3,N,N,LEVEL 1,,R&I General Management,1,1,2,0,0,T,2010
2249068880,57456,33,5,3,January,FALSE,N,N,3,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
3275677798,40706,25,4,2,March,TRUE,N,N,4,N,N,LEVEL 2,,Physical Flows,0,0,0,0,0,T,2014
8601075342,52961,31,3,3,October,FALSE,N,N,4,N,N,LEVEL 2,,Physical Flows,3,3,3,0,0,A,na
6631515066,42600,27,3,3,November,FALSE,N,N,4,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,A,na
3274831849,51203,32,2,1,April,FALSE,N,N,2,N,Y,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
5500606566,115520,60,4,3,May,FALSE,N,N,3,N,N,LEVEL 1,,Advanced Research,2,3,3,3,3,A,na
8119201969,41061,25,1,1,November,FALSE,N,Y,1,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
8069111261,71271,40,2,1,August,FALSE,N,N,3,N,N,LEVEL 1,,IT Governance and Management,0,0,0,0,0,T,2005
4467313299,88508,49,2,1,April,TRUE,N,N,3,N,N,LEVEL 4,,Market Research,0,0,0,0,0,T,2007
1381346028,48288,31,3,3,April,FALSE,N,N,5,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2006
8373457927,68741,39,1,1,November,FALSE,N,N,5,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
4916077265,52355,32,1,0,January,FALSE,N,N,1,Y,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2006
3835353377,69533,42,1,1,November,FALSE,N,N,5,Y,N,LEVEL 1,,Market Supply Logistics,3,3,3,3,3,A,na
4212323605,74631,42,2,1,January,TRUE,N,N,1,N,N,LEVEL 3,,Customer Care,3,3,2,2,2,A,na
2851567566,54409,33,5,3,August,FALSE,N,N,3,N,N,LEVEL 2,,R&I General Management,3,0,0,0,0,T,2008
1729460007,51667,31,1,0,July,TRUE,N,N,5,N,N,LEVEL 3,,Production & Operations,2,0,0,0,0,A,na
8998509890,61551,35,3,2,June,FALSE,N,N,1,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
3707506847,227833,114,1,0,January,FALSE,N,N,4,N,N,LEVEL 3,,Marketing Support/Services,2,2,2,2,2,A,na
4797233723,35853,26,1,1,September,FALSE,N,N,2,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2006
9134785318,56023,32,4,2,May,FALSE,Y,N,5,N,N,LEVEL 1,,Finance,0,0,0,0,0,T,2007
8847437043,68817,37,2,1,November,FALSE,N,N,4,N,N,LEVEL 3,,Demand Planning,4,3,3,0,2,T,2013
6515647758,48745,32,5,2,November,TRUE,N,N,2,N,N,LEVEL 3,,General Administration,0,0,0,0,0,T,2007
9215360192,72839,42,3,3,May,FALSE,N,N,3,Y,N,LEVEL 1,,IT Governance and Management,0,0,0,0,0,T,2007
7520764696,49743,32,3,3,September,FALSE,N,N,4,N,N,LEVEL 2,,Production & Operations,3,0,0,0,0,A,na
5595367887,44755,31,2,0,July,TRUE,N,N,3,N,N,LEVEL 5,,Physical Flows,0,0,0,0,0,A,na
1148048056,58977,34,4,2,March,FALSE,N,N,4,N,N,LEVEL 1,,Production & Operations,2,0,0,0,0,A,na
8306370635,81781,46,1,0,July,FALSE,N,N,3,N,N,LEVEL 1,,Industrial Quality,3,3,3,3,3,T,2014
3850778857,142916,77,2,1,April,FALSE,N,N,2,N,N,LEVEL 1,,Marketing - Direct,0,0,0,0,0,T,2006
7935370122,152173,78,5,3+,September,FALSE,N,N,4,N,N,LEVEL 4,,IT Governance and Management,2,3,3,3,0,T,2011
1759591842,129491,71,5,2,July,FALSE,Y,Y,2,N,Y,LEVEL 5,,Package Development,3,2,3,3,3,A,na
3685947094,83675,51,5,3,May,FALSE,Y,N,3,N,N,LEVEL 1,,Analytical/Microbiology,2,2,3,2,3,A,na
3881877209,113959,59,1,1,May,FALSE,N,N,2,N,N,LEVEL 4,,Claims Substantiation,2,2,2,3,1,A,na
1245619422,43256,29,3,3,July,FALSE,N,N,4,N,Y,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
4072327648,44699,29,5,2,September,FALSE,N,N,3,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,A,na
1155467780,35589,22,4,3+,June,FALSE,N,Y,1,N,N,LEVEL 2,,Production & Operations,0,0,0,0,0,T,2007
1545040063,85135,46,2,1,January,FALSE,N,N,4,N,N,LEVEL 3,,Accounting,3,3,3,3,3,A,na
5297262790,76459,45,5,3,January,FALSE,N,N,2,N,N,LEVEL 3,,Engineering,0,0,0,0,0,T,2006
5581987997,76765,40,2,1,January,TRUE,N,N,3,Y,N,LEVEL 4,,IT Business Applications,3,3,3,3,2,A,na
8203694066,81959,45,4,2,November,FALSE,N,Y,5,N,N,LEVEL 1,,Quality Assurance,3,2,3,3,3,T,2012
3097573138,114434,62,4,3+,September,FALSE,N,N,5,N,N,LEVEL 3,,General Administration,0,1,1,0,0,A,na
5135904415,41770,29,2,1,May,FALSE,N,N,5,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2014
2631869561,69893,41,2,1,January,FALSE,N,N,5,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
1930984173,112309,65,1,0,May,FALSE,N,N,5,N,Y,LEVEL 5,,Logistics - Manufacturing,0,0,0,0,0,T,2005
5060564648,37109,26,3,3,June,FALSE,Y,N,3,N,N,LEVEL 3,,Customer Care,0,0,0,0,0,T,2009
8065361872,44249,30,5,3,November,FALSE,N,N,2,N,N,LEVEL 2,,Transportation & Warehousing,0,0,0,0,0,T,2008
4608494803,107787,59,2,0,September,FALSE,N,N,3,Y,N,LEVEL 3,,Finance,0,0,0,0,0,T,2005
3585077159,135432,72,1,0,May,TRUE,N,N,3,Y,N,LEVEL 3,,General Administration,2,3,2,2,2,A,na
7929480701,41737,29,1,0,October,FALSE,N,Y,4,Y,Y,LEVEL 4,,Physical Flows,0,0,0,0,0,A,na
2727114641,49248,32,1,0,June,FALSE,N,Y,2,N,N,LEVEL 4,,Plant & Facilities Maintenance,0,0,0,0,0,T,2007
8085468195,63897,36,1,0,March,FALSE,N,N,2,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
4948810209,35282,22,1,1,October,FALSE,N,N,4,Y,N,LEVEL 4,,Production & Operations,0,0,0,0,0,T,2010
7779091533,42494,28,2,1,February,TRUE,N,Y,1,Y,N,LEVEL 1,,Production & Operations,0,0,0,0,0,A,na
3062108761,60601,35,1,1,September,TRUE,N,N,1,N,Y,LEVEL 5,,Logistics - Distribution,0,0,0,0,0,T,2007
1625190935,44799,26,2,1,May,FALSE,N,N,2,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,A,na
5940774940,91331,51,5,3+,July,FALSE,Y,Y,4,N,N,LEVEL 1,,General Administration,1,2,2,0,0,A,na
6121217977,46206,30,2,0,June,FALSE,N,N,3,N,N,LEVEL 3,,Finance,0,0,0,0,0,T,2007
7708105434,53391,33,3,3,November,FALSE,N,N,3,N,N,LEVEL 3,,Production & Operations,3,0,0,0,0,A,na
3198702394,325888,163,3,2,July,FALSE,N,Y,2,N,N,LEVEL 2,,General Management,0,0,0,0,0,T,2007
9117289236,137863,73,4,3+,April,TRUE,N,N,4,N,Y,LEVEL 3,,IT Business Applications,2,2,2,2,2,T,2016
3221075799,112459,57,1,0,November,FALSE,N,Y,5,N,N,LEVEL 4,,Analytical/Microbiology,3,3,3,3,3,A,na
8378462267,46956,30,1,0,July,FALSE,N,N,5,Y,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
3445208245,61725,35,2,0,August,FALSE,N,Y,1,N,N,LEVEL 3,,Physical Flows,0,0,0,0,0,A,na
6382040103,65744,42,1,0,June,TRUE,N,N,5,N,N,LEVEL 3,,Physical Flows,2,2,2,2,2,A,na
8918821714,157412,83,5,3+,October,FALSE,N,N,1,N,N,LEVEL 2,,Marketing - Global,2,2,2,1,1,A,na
3724552957,39395,26,1,0,June,FALSE,N,N,4,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2010
2759511812,234894,122,5,2,November,FALSE,N,N,1,N,N,LEVEL 2,,Human Resources,0,2,2,2,2,A,na
2549957660,394179,196,5,3,January,FALSE,N,N,3,Y,N,LEVEL 1,,Marketing Support/Services,4,2,2,1,1,T,2017
2414429704,64047,35,3,3,June,FALSE,N,N,3,N,Y,LEVEL 2,,Production & Operations,0,0,0,0,0,A,na
6294849355,74407,43,2,0,January,TRUE,N,N,4,N,N,LEVEL 1,,Quality Assurance,3,3,0,0,0,T,2009
2375671893,92764,48,2,1,September,FALSE,N,N,1,N,N,LEVEL 1,,Marketing Support/Services,0,0,0,0,0,T,2005
1042988843,201596,103,2,0,April,FALSE,N,N,5,N,N,LEVEL 4,,R&I Development/Pre-Develpmnt,3,3,3,3,3,A,na
2514612150,175566,89,3,3+,April,FALSE,N,N,3,N,N,LEVEL 3,,R&I General Management,3,0,0,0,0,T,2008
7900691399,95812,53,1,1,February,FALSE,N,N,4,N,N,LEVEL 1,,Technical Packaging,3,3,3,3,3,A,na
7525725723,61183,37,1,0,July,FALSE,N,N,5,N,N,LEVEL 5,,Production & Operations,0,0,0,0,0,A,na
2482931114,62634,37,3,3+,November,FALSE,N,N,4,N,N,LEVEL 3,,Accounting,2,3,3,3,3,A,na
7448106311,63252,37,2,0,March,TRUE,N,N,3,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,A,na
6278413386,116360,65,3,2,October,FALSE,N,N,3,N,N,LEVEL 5,,Manufacturing Supply Chain,2,2,2,1,2,A,na
4143940761,48246,26,2,1,July,FALSE,N,N,1,N,N,LEVEL 4,,Production & Operations,0,0,0,0,0,A,na
7454937372,94947,53,5,3,September,TRUE,N,Y,4,N,N,LEVEL 1,,Analytical/Microbiology,3,3,3,3,2,A,na
7870957134,68324,37,4,3,October,FALSE,N,N,5,N,Y,LEVEL 1,,Customer Care,2,3,3,2,2,A,na
5231100064,36912,26,3,3,August,FALSE,Y,N,1,N,N,LEVEL 1,,Plant & Facilities Maintenance,0,0,0,0,0,T,2009
6100145052,148873,76,4,3+,April,FALSE,N,N,3,N,N,LEVEL 1,,IT Technologies and Infrstrctr,2,2,2,2,2,A,na
9103462227,55216,32,1,1,November,FALSE,N,N,4,N,N,LEVEL 4,,Distribution/Administration,0,0,0,0,0,T,2006
1644957802,67899,40,4,2,March,FALSE,N,N,5,N,Y,LEVEL 1,,Demand Planning,3,3,2,3,3,A,na
8272818403,68027,40,1,0,September,FALSE,N,N,1,N,N,LEVEL 3,,Regulatory Affairs,3,2,1,2,3,A,na
3969936066,142933,73,4,3,August,FALSE,N,Y,1,N,Y,LEVEL 3,,R&I Development/Pre-Develpmnt,2,2,2,2,1,A,na
5937886510,64755,39,4,2,July,FALSE,N,N,3,Y,N,LEVEL 5,,Sourcing,0,0,0,0,0,T,2005
4917124659,92669,51,1,0,November,FALSE,N,Y,2,N,N,LEVEL 1,,Integrated Mktg Communications,0,0,0,0,0,T,2005
8949438670,38590,28,5,3,February,FALSE,N,N,2,N,N,LEVEL 3,,Production & Operations,0,0,0,0,0,T,2009
7878410140,63956,36,4,3+,September,FALSE,Y,N,4,N,N,LEVEL 5,,Production & Operations,0,0,0,0,0,A,na
5946152966,75476,42,4,3+,March,FALSE,Y,Y,4,N,N,LEVEL 1,,Production & Operations,1,0,0,0,0,A,na
2550432035,45572,30,2,1,July,FALSE,N,N,2,N,N,LEVEL 1,,Production & Operations,0,0,0,0,0,T,2009
7275607573,46388,30,1,0,January,FALSE,N,N,2,N,N,LEVEL 4,,Industrial Quality,2,3,3,3,3,A,na
